category	source_line	source_function	code
ufw	9550	apply_ufw_module	"record_manifest_warning ""firewall: ufw pre-active, default incoming policy is not deny"" || true"
ufw	9554	apply_ufw_module	"add_safe ""firewall: ufw активен, политика incoming=deny — соответствует ФСТЭК"""
ufw	9556	apply_ufw_module	"""firewall: ufw pre-active, default deny confirmed"" \"
ufw	9560	apply_ufw_module	"add_warning ""firewall: ufw уже активен — существующие правила сохранены. Проверьте: ufw status verbose"""
ufw	9562	apply_ufw_module	"add_error ""firewall: ufw уже активен — часть обязательных правил не удалось применить автоматически"""
ufw	9567	apply_ufw_module	"""firewall: ufw pre-active, SSH port=${ssh_port}, extra=${UFW_EXTRA_RULES:-none}"" \"
ufw	9570	apply_ufw_module	"""firewall restore is partial for pre-active ufw rules; runtime and service pre-state are typed"" \"
ufw	9577	apply_ufw_module	ufw default deny incoming >/dev/null 2>&1 || ufw_rules_ok=0
ufw	9578	apply_ufw_module	ufw default allow outgoing >/dev/null 2>&1 || ufw_rules_ok=0
ufw	9579	apply_ufw_module	"ufw allow ""${ssh_port}/tcp"" comment ""SSH"" >/dev/null 2>&1 || ufw_rules_ok=0"
ufw	9585	apply_ufw_module	"ufw allow ""$_port"" comment ""$_comment"" >/dev/null 2>&1 || ufw_rules_ok=0"
ufw	9590	apply_ufw_module	"record_manifest_warning ""firewall: ufw rule sequence failed before enable"" || true"
ufw	9610	apply_ufw_module	if ! ufw --force enable >/dev/null 2>&1; then
ufw	9611	apply_ufw_module	"add_error ""firewall: команда ufw --force enable завершилась с ошибкой"""
ufw	9612	apply_ufw_module	"record_manifest_warning ""firewall: ufw enable failed"" || true"
ufw	9630	apply_ufw_module	ufw --force disable >/dev/null 2>&1 || true
systemctl	9634	apply_ufw_module	"if ! systemctl enable ufw >>""${DEBUG_LOG_FILE:-/dev/null}"" 2>&1; then"
ufw	9634	apply_ufw_module	"if ! systemctl enable ufw >>""${DEBUG_LOG_FILE:-/dev/null}"" 2>&1; then"
ufw	9637	apply_ufw_module	if ! ufw --force disable >/dev/null 2>&1; then
systemctl	9639	apply_ufw_module	"add_warning ""firewall: после сбоя systemctl enable не удалось локально отключить UFW"""
systemctl	9642	apply_ufw_module	"add_error ""firewall: systemctl enable ufw завершился с ошибкой; локальный rollback=${rollback_ok}"""
ufw	9642	apply_ufw_module	"add_error ""firewall: systemctl enable ufw завершился с ошибкой; локальный rollback=${rollback_ok}"""
systemctl	9643	apply_ufw_module	"record_manifest_warning ""firewall: systemctl enable ufw failed after runtime enable"" || true"
ufw	9643	apply_ufw_module	"record_manifest_warning ""firewall: systemctl enable ufw failed after runtime enable"" || true"
ufw	9649	apply_ufw_module	"""firewall: ufw enabled, SSH port=${ssh_port}, extra=${UFW_EXTRA_RULES:-none}, default deny incoming"" \"
ufw	9654	apply_ufw_module	"add_safe ""firewall: ufw включён (SSH port=${ssh_port}, extra=${UFW_EXTRA_RULES:-none}, default deny incoming)"""
ufw	9655	apply_ufw_module	"log ""[i]     firewall: для открытия портов: ufw allow PORT/tcp"""
ufw	9694	restore_ufw_module	if ufw --force disable >/dev/null 2>&1; then
systemctl	9706	restore_ufw_module	if ! systemctl enable ufw >/dev/null 2>&1; then
ufw	9706	restore_ufw_module	if ! systemctl enable ufw >/dev/null 2>&1; then
systemctl	9711	restore_ufw_module	if ! systemctl disable ufw >/dev/null 2>&1; then
ufw	9711	restore_ufw_module	if ! systemctl disable ufw >/dev/null 2>&1; then
systemctl	9723	restore_ufw_module	if ! systemctl unmask nftables >/dev/null 2>&1; then
systemctl	9729	restore_ufw_module	if ! systemctl enable nftables >/dev/null 2>&1; then
systemctl	9734	restore_ufw_module	if ! systemctl disable nftables >/dev/null 2>&1; then
systemctl	9741	restore_ufw_module	if ! systemctl start nftables >/dev/null 2>&1; then
systemctl	9746	restore_ufw_module	if ! systemctl stop nftables >/dev/null 2>&1; then
ufw	9785	restore_ufw_module	print('1' if any('ufw enabled' in r for r in reports) else '0')
ufw	9787	restore_ufw_module	"add_error ""restore firewall: не удалось прочитать legacy-состояние ufw"""
ufw	9809	restore_ufw_module	if ! ufw --force disable >/dev/null 2>&1; then
ufw	9813	restore_ufw_module	"elif restore_manifest_has_report_text ""firewall: ufw pre-active""; then"
systemctl	9819	restore_ufw_module	systemctl unmask nftables 2>/dev/null || nft_restore_ok=0
systemctl	9820	restore_ufw_module	systemctl enable --now nftables 2>/dev/null || nft_restore_ok=0
systemctl	9828	restore_ufw_module	systemctl unmask nftables 2>/dev/null || nft_restore_ok=0
systemctl	9829	restore_ufw_module	systemctl enable nftables 2>/dev/null || nft_restore_ok=0
chmod_chown	9875	render_auditd_baseline_rules	-a always,exit -F arch=b64 -S chmod -S fchmod -S fchmodat -F auid>=1000 -F perm=wa -k change_file_attr
chmod_chown	9876	render_auditd_baseline_rules	-a always,exit -F arch=b32 -S chmod -S fchmod -S fchmodat -F auid>=1000 -F perm=wa -k change_file_attr
systemctl	10024	read_auditd_service_active_state	systemctl is-active auditd.service \
systemctl	10039	read_auditd_service_active_state	'systemctl is-active returned no state for auditd.service (rc=%s)\n' \
systemctl	10046	read_auditd_service_active_state	'systemctl is-active returned unsupported state for auditd.service: %s (rc=%s)\n' \
systemctl	10331	restore_auditd_service_state	if ! systemctl is-active --quiet \
systemctl	10335	restore_auditd_service_state	if ! systemctl start auditd.service \
systemctl	10357	restore_auditd_service_state	if systemctl is-active --quiet \
systemctl	10361	restore_auditd_service_state	if ! systemctl stop auditd.service \
systemctl	10364	restore_auditd_service_state	if systemctl is-active --quiet \
systemctl	10380	restore_auditd_service_state	if ! systemctl unmask auditd.service \
systemctl	10386	restore_auditd_service_state	if ! systemctl enable auditd.service \
systemctl	10393	restore_auditd_service_state	if ! systemctl unmask auditd.service \
systemctl	10399	restore_auditd_service_state	if ! systemctl enable --runtime \
systemctl	10407	restore_auditd_service_state	if ! systemctl unmask auditd.service \
systemctl	10413	restore_auditd_service_state	if ! systemctl disable auditd.service \
systemctl	10429	restore_auditd_service_state	if ! systemctl unmask auditd.service \
systemctl	10435	restore_auditd_service_state	if ! systemctl disable auditd.service \
systemctl	10445	restore_auditd_service_state	if ! systemctl mask auditd.service \
systemctl	10452	restore_auditd_service_state	if ! systemctl mask --runtime \
systemctl	10504	check_auditd_module	if ! systemctl is-active --quiet auditd 2>/dev/null; then
package	10645	apply_auditd_module	if ! command -v apt-get >/dev/null 2>&1; then
package	10647	apply_auditd_module	"""auditd: apt-get не найден"""
package	10778	apply_auditd_module	if ! pkg_installed auditd; then
package	10782	apply_auditd_module	install_packages_transactionally \
package	10794	apply_auditd_module	"""auditd: apt-get install failed"""
package	10810	apply_auditd_module	if ! pkg_installed auditd; then
systemctl	10864	apply_auditd_module	if ! systemctl enable --now auditd.service \
systemctl	10886	apply_auditd_module	if ! systemctl is-active --quiet \
systemctl	11148	restore_auditd_module	if ! systemctl restart auditd.service \
pam	11174	check_password_backend_safety_module	"local pam_file=""${SECURELINUX_NG_COMMON_PASSWORD_FILE:-/etc/pam.d/common-password}"""
pam	11355	check_password_policy_module	"if [[ -f ""/etc/pam.d/common-password"" ]]; then"
pam	11356	check_password_policy_module	if python3 - /etc/pam.d/common-password <<'PYCHECKPW'
pam	11369	check_password_policy_module	pwq = active_has('pam_pwquality.so')
pam	11370	check_password_policy_module	pwh = active_has('pam_pwhistory.so')
pam	11371	check_password_policy_module	unix = active_has('pam_unix.so')
pam	11383	check_password_policy_module	"add_risky ""CORP-PASSWORD common-password: /etc/pam.d/common-password отсутствует"""
pam	11583	normalize_common_password_stack	"if active_has(line, ""pam_unix.so"")"
pam	11590	normalize_common_password_stack	"""active pam_unix.so line not found in common-password"""
pam	11597	normalize_common_password_stack	"if active_has(line, ""pam_pwquality.so"")"
pam	11604	normalize_common_password_stack	"""pam_pwquality.so retry=3"""
pam	11619	normalize_common_password_stack	"""pam_pwhistory.so use_authtok """
pam	12531	apply_password_policy_module	"local pwhistory_file=""/etc/pam.d/common-password"""
package	12651	apply_password_policy_module	"pkg_installed ""$package"" || missing_packages+=(""$package"")"
package	12660	apply_password_policy_module	install_packages_transactionally \
package	12687	apply_password_policy_module	"if ! pkg_installed ""$package""; then"
pam	13022	restore_password_policy_module	"if ! restore_file_from_manifest ""/etc/pam.d/common-password""; then"
pam	13060	pam_faillock_stack_present	"and ""pam_faillock.so"" in tokens"
pam	13072	pam_faillock_stack_present	"if tokens[0] == ""auth"" and ""pam_unix.so"" in tokens"
pam	13080	pam_faillock_stack_present	"and ""pam_faillock.so"" in tokens"
pam	13107	pam_faillock_any_active_line	"if stripped and not stripped.startswith(""#"") and ""pam_faillock.so"" in stripped:"
pam	13139	normalize_faillock_pam_stack	"if tokens and ""pam_faillock.so"" in tokens:"
pam	13141	normalize_faillock_pam_stack	"""active pam_faillock.so line already exists"""
pam	13150	normalize_faillock_pam_stack	"and ""pam_unix.so"" in tokens"
pam	13156	normalize_faillock_pam_stack	"""expected one active pam_unix.so auth line, """
pam	13213	normalize_faillock_pam_stack	"and ""pam_unix.so"" in tokens"
pam	13219	normalize_faillock_pam_stack	"""expected one active pam_unix.so auth line, """
pam	13233	normalize_faillock_pam_stack	"""auth required pam_faillock.so preauth"","
pam	13239	normalize_faillock_pam_stack	"""auth [default=die] pam_faillock.so authfail"","
pam	13240	normalize_faillock_pam_stack	"""auth sufficient pam_faillock.so authsucc"","
pam	13295	normalize_faillock_pam_stack	"""account required pam_faillock.so"","
pam	13326	check_faillock_module	"if [[ -f ""$FAILLOCK_CONF"" ]] \"
pam	13327	check_faillock_module	"&& grep -Eq '^\s*deny\s*=\s*5\s*$' ""$FAILLOCK_CONF"" \"
pam	13328	check_faillock_module	"&& grep -Eq '^\s*unlock_time\s*=\s*900\s*$' ""$FAILLOCK_CONF"""
pam	13332	check_faillock_module	"add_risky ""CORP-FAILLOCK конфигурация отсутствует или не соответствует deny=5 unlock_time=900: $FAILLOCK_CONF"""
pam	13429	rollback_faillock_apply_files	"""$FAILLOCK_CONF"""
pam	13434	rollback_faillock_apply_files	"if ! rm -f -- ""$FAILLOCK_CONF""; then"
pam	13471	apply_faillock_module	"""[DRY-RUN] write '$FAILLOCK_CONF' (profile: ${PROFILE})"""
pam	13480	apply_faillock_module	/lib/security/pam_faillock.so \
pam	13481	apply_faillock_module	/usr/lib/security/pam_faillock.so \
pam	13482	apply_faillock_module	/lib/*-linux-gnu/security/pam_faillock.so \
pam	13483	apply_faillock_module	/usr/lib/*-linux-gnu/security/pam_faillock.so
pam	13486	apply_faillock_module	"""CORP-FAILLOCK pam_faillock.so не найден — пропуск faillock"""
pam	13488	apply_faillock_module	"""CORP-FAILLOCK pam_faillock.so not found"""
pam	13490	apply_faillock_module	"""CORP-FAILLOCK apply skipped: pam_faillock.so missing"""
pam	13508	apply_faillock_module	"""CORP-FAILLOCK обнаружена частичная или сторонняя конфигурация pam_faillock.so — автоматическое изменение PAM остановлено"""
pam	13514	apply_faillock_module	"if [[ -e ""$FAILLOCK_CONF"" \"
pam	13515	apply_faillock_module	"|| -L ""$FAILLOCK_CONF"" ]]"
pam	13519	apply_faillock_module	"if [[ ! -f ""$FAILLOCK_CONF"" ]]; then"
pam	13521	apply_faillock_module	"""CORP-FAILLOCK $FAILLOCK_CONF существует, но не является обычным файлом или ссылкой на файл"""
pam	13525	apply_faillock_module	"if manifest_has_backup_for ""$FAILLOCK_CONF""; then"
pam	13528	apply_faillock_module	"conf_snapshot=""$STATE_DIR/$(basename ""$FAILLOCK_CONF"").bak-$TIMESTAMP"""
pam	13531	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13541	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13626	apply_faillock_module	"conf_snapshot=""$STATE_DIR/$(basename ""$FAILLOCK_CONF"").rollback-$TIMESTAMP"""
pam	13630	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13686	apply_faillock_module	"""$(dirname ""$FAILLOCK_CONF"")"""
pam	13689	apply_faillock_module	"""CORP-FAILLOCK не удалось создать каталог для $FAILLOCK_CONF"""
pam	13700	apply_faillock_module	"content=""$FAILLOCK_CONF_STRICT"""
pam	13703	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13716	apply_faillock_module	"content=""$FAILLOCK_CONF_STRICT"""
pam	13719	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13721	apply_faillock_module	"python3 - ""$FAILLOCK_CONF"" ""$content"" <<'PYMERGE_FL' \"
pam	13858	apply_faillock_module	"""$FAILLOCK_CONF"" \"
pam	13886	apply_faillock_module	"""$FAILLOCK_CONF"""
pam	13908	apply_faillock_module	"""CORP-FAILLOCK pam_faillock активирован: $FAILLOCK_CONF, common-auth, common-account"""
pam	13919	restore_faillock_module	"for target in         ""$FAILLOCK_CONF""         ""$PAM_COMMON_AUTH_FILE""         ""$PAM_COMMON_ACCOUNT_FILE"""
chmod_chown	14362	restore_metadata_from_stat_snapshot	"if ! chown ""${uid}:${gid}"" ""$target""; then"
chmod_chown	14363	restore_metadata_from_stat_snapshot	"add_error ""restore metadata: chown failed for $target"""
chmod_chown	14367	restore_metadata_from_stat_snapshot	"if ! chmod ""$mode"" ""$target""; then"
chmod_chown	14368	restore_metadata_from_stat_snapshot	"add_error ""restore metadata: chmod failed for $target"""
chmod_chown	14487	fs_apply_expected_mode	"chmod 644 -- ""$target"""
chmod_chown	14490	fs_apply_expected_mode	"chmod go-rwx -- ""$target"""
chmod_chown	14918	apply_fs_critical_file_one	"chmod_text=""chmod 644"""
chmod_chown	14921	apply_fs_critical_file_one	"chmod_text=""chmod go-rwx"""
chmod_chown	14951	apply_fs_critical_file_one	"add_error ""2.3.1 chmod failed: $target"""
chmod_chown	15167	apply_cron_target_one	"log ""[DRY-RUN] chown ${exp_owner}:${exp_group} '$path'"""
chmod_chown	15168	apply_cron_target_one	"log ""[DRY-RUN] chmod ${exp_mode} '$path'"""
chmod_chown	15192	apply_cron_target_one	"if ! chown ""${exp_owner}:${exp_group}"" ""$path""; then"
chmod_chown	15193	apply_cron_target_one	"add_error ""2.3.6 chown завершился с ошибкой: $path"""
chmod_chown	15194	apply_cron_target_one	"record_manifest_warning ""2.3.6 chown failed: $path"""
chmod_chown	15198	apply_cron_target_one	"if ! chmod ""${exp_mode}"" ""$path""; then"
chmod_chown	15199	apply_cron_target_one	"add_error ""2.3.6 chmod завершился с ошибкой: $path"""
chmod_chown	15200	apply_cron_target_one	"record_manifest_warning ""2.3.6 chmod failed: $path"""
mount	15248	systemd_unit_candidates	"suffixes = {"".service"", "".socket"", "".timer"", "".mount"", "".path"", "".target"", "".slice""}"
chmod_chown	15332	apply_systemd_unit_one	"log ""[DRY-RUN] chown root:root '$path'"""
chmod_chown	15333	apply_systemd_unit_one	"log ""[DRY-RUN] chmod ${exp_mode} '$path'"""
chmod_chown	15355	apply_systemd_unit_one	"chown root:root ""$path"""
chmod_chown	15356	apply_systemd_unit_one	"chmod ""$exp_mode"" ""$path"""
chmod_chown	15597	apply_sudo_policy_module	"if ! chmod 0440 ""$temporary""; then"
chmod_chown	15599	apply_sudo_policy_module	"""2.2.2 sudo policy: chmod временного файла завершился ошибкой"""
chmod_chown	15604	apply_sudo_policy_module	"if ! chown 0:0 ""$temporary""; then"
chmod_chown	15606	apply_sudo_policy_module	"""2.2.2 sudo policy: chown временного файла завершился ошибкой"""
chmod_chown	15812	apply_ssh_root_login_module	"|| ! chmod 0644 ""$ssh_tmp"" \"
chmod_chown	15813	apply_ssh_root_login_module	"|| ! chown root:root ""$ssh_tmp"""
systemctl	15905	apply_ssh_root_login_module	if systemctl reload sshd \
systemctl	15907	apply_ssh_root_login_module	|| systemctl reload ssh \
pam	16341	apply_pam_wheel_module	"line = ""auth required pam_wheel.so use_uid group=wheel"""
systemctl	16384	require_cmds	for cmd in bash python3 stat uname grep awk date mkdir cat systemctl visudo sysctl; do
systemctl	16743	detect_environment	elif systemctl is-active display-manager >/dev/null 2>&1; then
ufw	16996	write_report	"{""item"": ""firewall"", ""status"": ""partial"", ""restore"": ""irreversible"", ""module"": ""ufw""},"
mount	16997	write_report	"{""item"": ""mount"", ""status"": ""partial"", ""restore"": ""managed-file+reboot-required"", ""module"": ""tmp_tmpfs""},"
mount	16998	write_report	"{""item"": ""mount"", ""status"": ""partial"", ""restore"": ""managed-file+reboot-required"", ""module"": ""mount_hardening""},"
package	17456	apply_rsyslog_module	if ! pkg_installed rsyslog; then
package	17457	apply_rsyslog_module	"install_packages_transactionally ""rsyslog"" rsyslog || true"
package	17467	apply_rsyslog_module	"record_manifest_warning ""rsyslog: apt-get install failed"""
systemctl	17472	apply_rsyslog_module	systemctl enable --now rsyslog.service \
systemctl	17484	apply_rsyslog_module	"record_manifest_warning ""rsyslog: systemctl enable --now failed"""
systemctl	17519	check_rsyslog_module	if systemctl is-active --quiet rsyslog 2>/dev/null; then
package	17545	apply_chrony_module	if ! pkg_installed chrony; then
package	17546	apply_chrony_module	"install_packages_transactionally ""chrony"" chrony || true"
package	17556	apply_chrony_module	"record_manifest_warning ""chrony: apt-get install failed"""
systemctl	17561	apply_chrony_module	systemctl enable --now chrony.service \
systemctl	17573	apply_chrony_module	"record_manifest_warning ""chrony: systemctl enable --now failed"""
systemctl	17608	check_chrony_module	if systemctl is-active --quiet chrony 2>/dev/null; then
package	17634	apply_unattended_upgrades_module	if ! pkg_installed unattended-upgrades; then
package	17635	apply_unattended_upgrades_module	install_packages_transactionally \
package	17647	apply_unattended_upgrades_module	"record_manifest_warning ""unattended-upgrades: apt-get install failed"""
systemctl	17652	apply_unattended_upgrades_module	systemctl enable --now unattended-upgrades.service \
systemctl	17664	apply_unattended_upgrades_module	"record_manifest_warning ""unattended-upgrades: systemctl enable --now failed"""
systemctl	17682	apply_apport_module	&& ! systemctl list-unit-files apport.service >/dev/null 2>&1
systemctl	17696	apply_apport_module	systemctl disable --now apport.service \
systemctl	17708	apply_apport_module	"record_manifest_warning ""apport: systemctl disable --now failed"""
systemctl	17753	restore_apport_module	"""restore apport: legacy manifest не содержит typed service-state; включите вручную при необходимости: systemctl enable --now apport.service"""
systemctl	18347	check_apport_module	if systemctl is-active --quiet apport 2>/dev/null; then
package	18653	check_unattended_upgrades_module	"if ! dpkg-query -W -f='${Status}' unattended-upgrades 2>/dev/null | grep -q ""install ok installed""; then"
systemctl	18657	check_unattended_upgrades_module	if systemctl is-enabled --quiet unattended-upgrades 2>/dev/null; then
